Name,"3 potential customers in US ",Address,City,Cohort,Company Analysis,Company key,Country,Description,Duplicated,Elevator Pitch,Founder,Founding Year,Funding objective,Funding raised (euros),Industry,Last edited time,LinkedIn Profile,Linkedin Page,Logo,One Pager (pdf),P. IVA,Participants,Participants' City,Phase,Pitch Deck,Pitch Deck URL,Plan to raise capital in the US?,Program,Province,Region,"Relevant Info ",Rollup,Rollup 1,Team Size,Topic Group,Total Funding,Website,ZIP Code
Test 1,,VIA CORSICA 143,BRESCIA,C6 - Hardware & Robotics,,test1,,"Test1 is a pioneering company that manufactures a patented polymer for the absorption and reuse of hydrocarbons. The company's mission is to protect water resources and encourage a circular economy, with a particular emphasis on managing spills. Their income is derived from selling to environmental solution providers, hydrocarbon transport companies, and governments. Test1 has achieved considerable success, partnering with major industry players and conducting successful trials, which has placed them at the cutting edge of oil spill management solutions.",No,,,2014,Between 1M and 5M,,Hardware & Robotics,"October 23, 2024 10:31 PM",,http://www.linkedin.com/company/t1solutions-greennovation,https://www.notion.soundefined,,03597320989,,,2-No SF,https://api.typeform.com/responses/files/a0026c827d65241d1a8d69a28b5d622fe7baa74ff0c16253f56ec4d2db3ba9d3/Company_Profile_T1_Solutions_short.pdf,,,SMEs Traction,BS,Lombardy,,,,,,,https://t1.solutions/,25125
Trackting,,VIA BORGOGNINA 5,CARTOCETO,C6 - Hardware & Robotics,,trackting,,"Trackting is a company that specializes in designing and producing smart-connected systems for protection. Their primary offerings include advanced anti-theft GPS systems for two-wheeled vehicles such as motorbikes, bikes, and e-bikes. The products are user-friendly, requiring no installation, and come with an integrated SIM and a rechargeable battery that lasts for months. Trackting's revenue is generated from both device sales and services, which include connectivity and insurance. The majority of their sales, 95%, are conducted directly online. In 2024, the company achieved a turnover of 2M€, marking a significant 75% growth year on year.",No,,Claudio Carnevali,2000,Between 0 and 500k,,Hardware & Robotics,"October 23, 2024 10:31 PM",,http://www.linkedin.com/company/trackting,https://api.typeform.com/responses/files/ce4f4cab8500c6c580905ab375a66b6e68c6708c1cbae21d806ce8f8248985a8/Logo_Trackting__R__LD.png,DB%20Companies/ONE_PAGER_-_Trackting.docx.pdf,02036680417,Claudio Carnevali (https://www.notion.so/Claudio-Carnevali-52dfe27ec6354bdba3fff6ed58e86026?pvs=21),Rome,2-SF,https://api.typeform.com/responses/files/465693be9d97c75aac9ff42eed866610067f57f94f90fcb88a2af6dae25f4c3f/Trackting___Pitch__ENG_.pdf,,,SMEs Traction,PU,The Marches,,Claudio Carnevali,http://www.linkedin.com/in/claudiocarnevali,,,,https://www.trackting.com,61030
Recycleye,,HERCULES ROAD 179,LONDON,C6 - Hardware & Robotics,,recycleye,,"Recycleye is a global company that provides AI-powered sorting equipment and analytics to enhance profitability in waste management. The company combines innovative robotic and optical sorters with a comprehensive understanding of waste to reduce material sorting costs and boost plant performance. Recycleye's AI technology, as accurate as the human eye, utilizes a unique database of billions of waste images to detect materials accurately. This technology enables the company to offer dashboards that provide valuable insights for data-driven decisions in waste management.",No,,,2019,Between 15M and 30M,,Hardware & Robotics,"October 23, 2024 10:24 PM",,http://www.linkedin.com/company/recycleye,https://www.notion.soundefined,,GB346653971,,,1,https://api.typeform.com/responses/files/df2628c3402d8c5a8da2cf3711fbf7e1be167119d2a2a1093506557f4f7256cc/Recycleye_Intro_Compressed.pdf,,,SMEs Traction,UK,Emilia-Romagna,,,,,,,http://www.recycleye.com,
HIGH TECHNOLOGY SYSTEMS,,"ZONA INDUSTRIALE LOCALITA'
  TACCONE ",CITTANOVA,C6 - Hardware & Robotics,,hightechnologysystems,,"HTS srl is a small to medium-sized enterprise (SME) specializing in the assembly of electronic boards. The company possesses the necessary know-how and technologies to reliably assemble devices on selected PCBs, ensuring both the PCBs and the soldering joints are thoroughly inspected and manipulated. HTS srl offers a range of services related to electronics, including conformal coating. The company's primary source of revenue is derived from the assembly of electronic boards and testing. They utilize various methods such as PP, THB, TermalCycle, HTS, and HTOL in their assembly process.",No,,,2001,<1M (undisclosed),,Hardware & Robotics,"October 23, 2024 10:00 PM",,http://www.linkedin.com/company/htsitaly,https://www.notion.soundefined,,01344660897,,,2-No SF,https://api.typeform.com/responses/files/2e931485d57608b6a8edf860a45b9f1da0b9db7b4e40156844c66ce036be0d1b/Slide_HTS_24.pdf,,,SMEs Traction,RC,Calabria,,,,,,,https://WWW.HTSITALY.IT,89022
Oversonic Robotics,,VIA RIVABELLA 7,BESANA IN BRIANZA,C5 - Generative AI,,oversonicrobotics,,"Oversonic is a pioneer in Italy, having engineered, certified, and launched a cognitive humanoid robot. This achievement is a result of their proprietary artificial intelligence platform and robust automation capabilities. Their robots, powered by proprietary neural networks, can interact autonomously with their surroundings. As a Benefit Corporation, the company is committed to using artificial intelligence responsibly, with a focus on welfare purposes.",No,,,2020,Between 15M and 30M,,"Generative AI, Hardware & Robotics","October 23, 2024 10:21 PM",,http://www.linkedin.com/company/oversonic-robotics-group,https://api.typeform.com/responses/files/681e72e49560a13259164d958b8fc0cc5073f919a0b707525d81f6b2ba16799a/Logo_Oversonic.png,DB%20Companies/ONE_PAGER_-_Oversonic_Robotics.docx.pdf,11470500965,,,1,https://www.notion.soundefined,,,Startup Acceleration,MB,Lombardy,,,,,,,https://oversonicrobotics.com,20842
DevIBrain,,VIA COGHETTI 6,BERGAMO,C5 - Generative AI,,devibrain,,"DevIBrain is an industrial innovation company that merges IT and industrial automation skills to create innovative market solutions. Their offerings include highly innovative technology software, with their revenue primarily generated from software sales and consultancy services.",No,,,2021,Between 0 and 500k,,"Generative AI, Hardware & Robotics","October 23, 2024 10:37 PM",,http://www.linkedin.com/company/devibrain,https://api.typeform.com/responses/files/56ebd43d15b7a1b2dbf4334572d771a41a380beee9a1a8459f7482feaea9faa7/Logo_DevIBrain.png,DB%20Companies/ONE_PAGER_-_Devibrain.docx.pdf,04507220160,,,1,https://api.typeform.com/responses/files/51ed3c3322b2b67ddfddec2874f5cd0cc75be3a2ed14e5cc8c87259b36110942/DevIBrain_Decks.pdf,,,Startup Acceleration,BG,Lombardy,,,,,,,https://www.devibrain.com,24128
Azzurrodigitale Machine Integration,,VIA DELLA CROCE ROSSA N 42,PADOVA,C6 - Hardware & Robotics,,azzurrodigitalemachineintegration,,"Azzurrodigitale Machine Integration is a software and Industrial IoT development firm that specializes in creating asset management solutions for industrial tools. Their flagship product, MATIX, is designed to enhance tool lifecycle management and minimize downtime for manufacturing companies. The company's unique approach combines cloud software solutions with connected IIoT sensors. Their business model is based on revenue from both software and hardware sales. As of 2023, they have over 30 customers and have generated revenues of approximately 400 €k.",No,,Riccardo Pistorello,2020,Between 500k and 1M,,Hardware & Robotics,"October 23, 2024 9:22 PM",,http://www.linkedin.com/company/matix-intelligent-mold-management,https://www.notion.soundefined,DB%20Companies/ONE_PAGER_-_Matix_Azzurrodigitale.docx.pdf,05299440288,Riccardo Pistorello (https://www.notion.so/Riccardo-Pistorello-f168666dfafe4daaba4f001d135315f5?pvs=21),Milan,2-SF,https://api.typeform.com/responses/files/51dd9c03a5cb7fae4f1cb63fef7a112f27dce0eaef7cc6a352751b4a71c15a49/20240131_MATIX_Tool_Lifecycle_Management_ENG.pdf,,,SMEs Traction,PD,Veneto,,Riccardo Pistorello,http://www.linkedin.com/in/riccardopistorello,,,,https://www.matix.cloud/,35129
Truesense,,VIALE LOMBARDIA 217,MONZA,C6 - Hardware & Robotics,,truesense,,"Truesense is a pioneering platform solutions provider specializing in Ultrawideband Ranging & Radar applications, Edge AI Software, and Innovative IoT. The company offers scalable solutions to its customers, ranging from Software platform services to Hardware design, including Modules & Customized Platform. Truesense holds a unique position in Europe, being the only company with both UWB Radar & Ranging competence and exclusive knowledge on the hybridization of ranging & doppler functionalities in a single device. It is also the only European supplier of NXP multi Modules.",No,,Alessandro Bassi,2020,Between 500k and 1M,,Hardware & Robotics,"March 18, 2026 6:26 PM",,http://www.linkedin.com/company/truesense,https://api.typeform.com/responses/files/9c980c37eb05a928acd791c4386924a354c281db665258a8c0f7e2b3be053327/logo_truesense_blue_gradient.PNG,DB%20Companies/ONE_PAGER_-_Truesense.docx.pdf,11283690961,Alessandro Bassi (https://www.notion.so/Alessandro-Bassi-a0575ca735d64030897556c8f6281b6e?pvs=21),Monza,2-SF,https://api.typeform.com/responses/files/d037bad4e8ecbdd1ce03659952f4e732c619137de8d886c14866687aca48843b/TrueSense_SEED_ROUND_Pitch_Deck.eng_.pdf,,,SMEs Traction,MB,Lombardy,,Alessandro Bassi,http://www.linkedin.com/in/alessandro-bassi-b73b4aa,10,,"€500,000.00",https://www.truesense.it,20900
Proxima Robotics,,VIA ENRICO BETTI 2,PISA,C6 - Hardware & Robotics,,proximarobotics,,"Proxima Robotics is a small to medium-sized enterprise (SME) specializing in providing a software framework for production flow management using mobile robots. Their primary goal is to eliminate time wastage and partial automation issues in manufacturing companies. They offer a Software as a Service (SAAS) solution, characterized by easy integration and comprehensive digitization of processes, resulting in holistic management. Proxima Robotics charges recurring fees for each robot or machinery managed. At present, the company has three paying early adopters, with 30 robots operating round the clock, and two industrial proof of concepts.",No,,,2017,<1M (undisclosed),,Hardware & Robotics,"October 23, 2024 10:23 PM",,http://www.linkedin.com/company/proximarobotics,https://www.notion.soundefined,,02278140500,,,1,https://api.typeform.com/responses/files/5ff105121bc8c10f0190aa0c49cf23934bc7b40c3bf06fc04d95fa7e4c481c26/Pitch_Deck.pdf,,,SMEs Traction,PI,Tuscany,,,,,,,https://proximarobotics.com/,56124
Athleticae,,PIAZZA SOLFERINO 20,TORINO,C6 - Hardware & Robotics,,athleticae,,"Athleticae is a startup specializing in the development of sports equipment using advanced metamaterials. The company focuses on creating sustainable, high-performing, and fully personalized gear for athletes of all skill levels and ages. Their patented flagship product addresses vibration-related problems common among tennis players, offering a unique playing experience. Athleticae generates revenue through B2B, B2C, and licensing models. To date, they have a customer base spanning 13 countries globally.",No,,,2023,Between 0 and 500k,,Hardware & Robotics,"October 23, 2024 9:17 PM",,http://www.linkedin.com/company/athleticae,https://www.notion.soundefined,,12938140014,,,1,https://api.typeform.com/responses/files/a61bf007a0ac991677756cadd1b2371ff34ada9ab27eb0130fcd0f041c4a9c0d/Pitch_Deck_AMbelievbale™.pdf,,,SMEs Traction,TO,Piedmont,,,,,,,https://www.athleticae.com,10121
SED,,VIA DELLE REGIONI 265,CERTALDO,C6 - Hardware & Robotics,,sed,,"Our company offers comprehensive electrification solutions, assisting customers from the initial stages of machine design to the market launch phases. Our capabilities are enhanced by our in-house hardware-software research and development and production facilities. We specialize in providing original equipment manufacturers (OEMs) with both custom and standard controllers and human-machine interfaces (HMIs). Our integrated approach ensures seamless support throughout the product development process.",No,,,1975,<1M (undisclosed),,Hardware & Robotics,"October 23, 2024 10:29 PM",,http://www.linkedin.com/company/s.e.d.,https://www.notion.soundefined,,01088120488,,,1,https://api.typeform.com/responses/files/a7fc385ada5a0b09f7f9363b5a79644950937fcee74581950ed08b1c4d6f53f0/Innovit.pdf,,,SMEs Traction,FI,Tuscany,,,,,,,https://sedgroup.it,50052
R4P,,VIA RUSSOLI 3,MILANO,C6 - Hardware & Robotics,,r4p,,"The company is a collective of engineers, mathematicians, and physicists dedicated to the research and development of essential components across various industries. Their expertise lies in optical, mechanical, electronic, and software design. They excel in real-time image processing, kinematic and dynamic analysis, and real-time motion planning and correction. The team is proficient in parallel and distributed computing, real-time control architectures, and Linux systems. They also specialize in managing and integrating industrial field bus systems. Their work is pivotal in advancing technological capabilities in numerous sectors.",No,,,2005,<1M (undisclosed),,Hardware & Robotics,"October 23, 2024 10:24 PM",,http://www.linkedin.com/company/r4p,https://www.notion.soundefined,,05609310965,,,2-No SF,https://api.typeform.com/responses/files/709391c736532f027ffe5792ce95ee26b35ccc9ea626714d30e1f4a13e80815b/r4p_presentation_en.pdf,,,SMEs Traction,MI,Lombardy,,,,,,,https://www.r4p.it,20143
ARS Automation,,VIA GIAMBATTISTA VICO 7,AREZZO,C6 - Hardware & Robotics,,arsautomation,,"ARS is a company that focuses on innovating parts feeding systems for factory automation. They offer a unique solution to the problem of managing various parts with different shapes and sizes through a vision-based feeder system. Their primary customers are assembly and packaging operations across various industries, including Medtech. The company generates its revenue through the sales of its products and service contracts. Having successfully implemented their systems in multiple industries, ARS is increasingly becoming the preferred choice for flexible parts feeding solutions.",No,,Andrea Mazzini,2002,Between 1M and 5M,,Hardware & Robotics,"October 23, 2024 9:17 PM",,http://www.linkedin.com/company/ars-automation-srl,https://api.typeform.com/responses/files/815f30fd83990441100d46ab819c1d41abea53ade2d2dc6fc8dbaf74f08a5355/logo_arsautomation.png,DB%20Companies/ONE_PAGER_-_ARS_Automation.docx.pdf,01739760518,Andrea Mazzini (https://www.notion.so/Andrea-Mazzini-e40998ff25fc47999edceba23d0b6aed?pvs=21),Arezzo,2-SF,https://api.typeform.com/responses/files/67ce9c7ddb7b70815e458008c9d1838c8c8a0bfa6fcd64a4403a147fd356aaa9/FlexiBowl®_Presentation_12_23___Light.pdf,,,SMEs Traction,AR,Tuscany,,Andrea Mazzini,http://www.linkedin.com/in/andrea-mazzini-261076105,,,,https://www.flexibowl.com,52100
Mad Automation,,VIA MALPASSO 15,SANSEPOLCRO,C6 - Hardware & Robotics,,madautomation,,"Mad Automation is a software developer and manufacturer of end-of-line solutions, dedicated to enhancing performance and production efficiency in the packaging and handling industry. The company's commitment to researching new technical solutions and improving existing systems has led to a comprehensive range of state-of-the-art machinery. This includes cartoning machines for self-protected capsules, case packers, palletisers, and Laser Guided Vehicles (LGVs). Mad Automation also develops software to complement their machinery, ensuring a seamless integration into any production line. Their innovative approach aims to deliver maximum benefits to their clients.",No,,,2007,<1M (undisclosed),,Hardware & Robotics,"October 23, 2024 10:06 PM",,http://www.linkedin.com/company/mad-automation-srl,https://www.notion.soundefined,,01900280510,,,1,https://api.typeform.com/responses/files/390bfa8f404b46cd8c12df839cb5d23c82a2b884eea8b884e1913209695e02ff/MAD_AUTOMATION_SRL___company_profile_EN.pdf,,,SMEs Traction,AR,Tuscany,,,,,,,https://www.madautomation.it,52037
